id,property,needs_translation,default,translated
2669,CONCEPT,u,Lassa mammarenavirus,
3268,CONCEPT,u,Latilactobacillus sakei,
2266,CONCEPT,u,Leclercia,
2159,CONCEPT,u,Leclercia adecarboxylata,
3282,CONCEPT,u,Lederbergia galactosidilytica,
3125,CONCEPT,u,Lederbergia lenta,
2557,CONCEPT,u,Legionella,
1855,CONCEPT,u,Legionella adelaidensis,
1527,CONCEPT,u,Legionella anisa,
350,CONCEPT,u,Legionella beliardensis,
2444,CONCEPT,u,Legionella birminghamensis,
549,CONCEPT,u,Legionella bozemanae,
1569,CONCEPT,u,Legionella brunensis,
1700,CONCEPT,u,Legionella busanensis,
2908,CONCEPT,u,Legionella cardiaca,
1729,CONCEPT,u,Legionella cherrii,
1219,CONCEPT,u,Legionella cincinnatiensis,
424,CONCEPT,u,Legionella drancourtii,
1031,CONCEPT,u,Legionella drozanskii,
1262,CONCEPT,u,Legionella dumoffii,
169,CONCEPT,u,Legionella erythra,
138,CONCEPT,u,Legionella fairfieldensis,
1177,CONCEPT,u,Legionella fallonii,
912,CONCEPT,u,Legionella feeleii,
1411,CONCEPT,u,Legionella geestiana,
2580,CONCEPT,u,Legionella gormanii,
1868,CONCEPT,u,Legionella hackeliae,
2909,CONCEPT,u,Legionella indianapolisensis,
732,CONCEPT,u,Legionella israelensis,
2528,CONCEPT,u,Legionella jamestowniensis,
495,CONCEPT,u,Legionella jordanis,
2308,CONCEPT,u,Legionella lansingensis,
701,CONCEPT,u,Legionella londiniensis,
1977,CONCEPT,u,Legionella longbeachae,
1168,CONCEPT,u,Legionella lytica,
1929,CONCEPT,u,Legionella maceachernii,
2263,CONCEPT,u,Legionella micdadei,
740,CONCEPT,u,Legionella moravica,
2910,CONCEPT,u,Legionella nagasakiensis,
437,CONCEPT,u,Legionella nautarum,
557,CONCEPT,u,Legionella oakridgensis,
2109,CONCEPT,u,Legionella parisiensis,
1683,CONCEPT,u,Legionella pneumophila,
344,CONCEPT,u,Legionella quateirensis,
346,CONCEPT,u,Legionella quinlivanii,
700,CONCEPT,u,Legionella rowbothamii,
923,CONCEPT,u,Legionella rubrilucens,
1955,CONCEPT,u,Legionella sainthelensi,
663,CONCEPT,u,Legionella santicrucis,
342,CONCEPT,u,Legionella shakespearei,
886,CONCEPT,u,Legionella spiritensis,
2911,CONCEPT,u,Legionella steelei,
2568,CONCEPT,u,Legionella steigerwaltii,
2231,CONCEPT,u,Legionella taurinensis,
136,CONCEPT,u,Legionella tucsonensis,
1334,CONCEPT,u,Legionella wadsworthii,
724,CONCEPT,u,Legionella waltersii,
1814,CONCEPT,u,Legionella worsleiensis,
2244,CONCEPT,u,Leifsonia,
2333,CONCEPT,u,Leifsonia aquatica,
1637,CONCEPT,u,Leifsonia xyli,
2513,CONCEPT,u,Lelliottia,
1228,CONCEPT,u,Lelliottia amnigena,
1249,CONCEPT,u,Lelliottia nimipressuralis,
696,CONCEPT,u,Leminorella,
464,CONCEPT,u,Leminorella grimontii,
2053,CONCEPT,u,Leminorella richardii,
3167,CONCEPT,u,Lentilactobacillus buchneri,
2110,CONCEPT,u,Leptosphaeria,
2138,CONCEPT,u,Leptosphaeria senegalensis,
1580,CONCEPT,u,Leptosphaeria tompkinsii,
2226,CONCEPT,u,Leptospira,
2235,CONCEPT,u,Leptospira interrogans,
1777,CONCEPT,u,Leptotrichia,
1622,CONCEPT,u,Leptotrichia buccalis,
1259,CONCEPT,u,Leptotrichia trevisanii,
250,CONCEPT,u,Leptotrichia wadei,
2366,CONCEPT,u,Leuconostoc,
2545,CONCEPT,u,Leuconostoc citreum,
1147,CONCEPT,u,Leuconostoc lactis,
1258,CONCEPT,u,Leuconostoc mesenteroides,
1060,CONCEPT,u,Leuconostoc pseudomesenteroides,
3227,CONCEPT,u,Levilactobacillus brevis,
3234,CONCEPT,u,Ligilactobacillus salivarius,
3318,CONCEPT,u,Limosilactobacillus antri,
3094,CONCEPT,u,Limosilactobacillus fermentum,
3133,CONCEPT,u,Limosilactobacillus gastricus,
2997,CONCEPT,u,Limosilactobacillus oris,
3309,CONCEPT,u,Limosilactobacillus reuteri,
3199,CONCEPT,u,Limosilactobacillus vaginalis,
157,CONCEPT,u,Listeria,
1199,CONCEPT,u,Listeria grayi,
2515,CONCEPT,u,Listeria innocua,
2118,CONCEPT,u,Listeria ivanovii,
368,CONCEPT,u,Listeria monocytogenes,
172,CONCEPT,u,Listeria seeligeri,
1057,CONCEPT,u,Listeria welshimeri,
1675,CONCEPT,u,Listonella,
589,CONCEPT,u,Loboa,
1001,CONCEPT,u,Lodderomyces,
2267,CONCEPT,u,Lodderomyces elongisporus,
3343,CONCEPT,u,Lymphocytic choriomeningitis mammarenavirus,
3091,CONCEPT,u,Lysinibacillus odysseyi,
2913,CONCEPT,u,Lysinibacillus sphaericus,
3336,CONCEPT,u,Lyssavirus rabies,
2218,CONCEPT,u,Macrococcus,
2134,CONCEPT,u,Macrococcus bovicus,
1307,CONCEPT,u,Macrococcus carouselicus,
1692,CONCEPT,u,Macrococcus caseolyticus,
818,CONCEPT,u,Macrococcus equipercicus,
2647,CONCEPT,u,Madariaga virus,
2303,CONCEPT,u,Madurella,
1081,CONCEPT,u,Madurella grisea,
1627,CONCEPT,u,Madurella mycetomatis,
3246,CONCEPT,u,Malacoplasma penetrans,
1614,CONCEPT,u,Malassezia,
1542,CONCEPT,u,Malassezia furfur,
801,CONCEPT,u,Malassezia globosa,
1904,CONCEPT,u,Malassezia pachydermatis,
1797,CONCEPT,u,Malassezia restricta,
72,CONCEPT,u,Malassezia sympodialis,
1373,CONCEPT,u,Malbranchea,
2993,CONCEPT,u,Mammaliicoccus fleurettii,
3055,CONCEPT,u,Mammaliicoccus lentus,
2969,CONCEPT,u,Mammaliicoccus sciuri,
2987,CONCEPT,u,Mammaliicoccus vitulinus,
2414,CONCEPT,u,Mannheimia,
1880,CONCEPT,u,Mannheimia haemolytica,
2170,CONCEPT,u,Marburgvirus,
3320,CONCEPT,u,Margalitia shackletonii,
3410,CONCEPT,u,Marquandomyces marquandii,
206,CONCEPT,u,Massilia,
1423,CONCEPT,u,Massilia timonae,
387,CONCEPT,u,Mastadenovirus,
3333,CONCEPT,u,Measles morbillivirus,
3345,CONCEPT,u,Medicopsis romeroi,
160,CONCEPT,u,Megamonas,
1476,CONCEPT,u,Megamonas hypermegale,
483,CONCEPT,u,Megasphaera,
1144,CONCEPT,u,Megasphaera elsdenii,
3305,CONCEPT,u,Mesobacillus boroniphilus,
2979,CONCEPT,u,Mesobacillus jeotgali,
3003,CONCEPT,u,Mesobacillus subterraneus,
3265,CONCEPT,u,Metabacillus fastidiosus,
3121,CONCEPT,u,Metabacillus idriensis,
3150,CONCEPT,u,Metabacillus indicus,
3059,CONCEPT,u,Metamycoplasma buccale,
3037,CONCEPT,u,Metamycoplasma faucium,
2983,CONCEPT,u,Metamycoplasma hominis,
3002,CONCEPT,u,Metamycoplasma orale,
3280,CONCEPT,u,Metamycoplasma salivarium,
859,CONCEPT,u,Metarhizium,
421,CONCEPT,u,Metarhizium anisopliae,
1522,CONCEPT,u,Methylobacterium,
704,CONCEPT,u,Methylobacterium mesophilicum,
3202,CONCEPT,u,Methylorubrum zatmanii,
3414,CONCEPT,u,Metschnikowia pulcherrima,
1310,CONCEPT,u,Meyerozyma,
2187,CONCEPT,u,Meyerozyma guilliermondii,
3355,CONCEPT,u,Microascus paisii,
832,CONCEPT,u,Microbacterium,
1830,CONCEPT,u,Microbacterium arborescens,
881,CONCEPT,u,Microbacterium hydrocarbonoxydans,
2210,CONCEPT,u,Microbacterium imperiale,
1741,CONCEPT,u,Microbacterium lacticum,
1203,CONCEPT,u,Microbacterium liquefaciens,
2093,CONCEPT,u,Microbacterium maritypicum,
180,CONCEPT,u,Microbacterium oxydans,
973,CONCEPT,u,Microbacterium paraoxydans,
1138,CONCEPT,u,Microbacterium resistens,
100,CONCEPT,u,Micrococcus,
1056,CONCEPT,u,Micrococcus antarcticus,
2236,CONCEPT,u,Micrococcus flavus,
1606,CONCEPT,u,Micrococcus luteus,
1956,CONCEPT,u,Micrococcus lylae,
2192,CONCEPT,u,Micromonospora,
435,CONCEPT,u,Micromonospora chalcea,
1030,CONCEPT,u,Microsporidium,
3408,CONCEPT,u,Microsporon brachytomum,
410,CONCEPT,u,Microsporum,
2807,CONCEPT,u,Microsporum canis,
3364,CONCEPT,u,Millerozyma farinosa,
1543,CONCEPT,u,Mitsuokella,
915,CONCEPT,u,Mitsuokella multacida,
2726,CONCEPT,u,Mixta calida,
1306,CONCEPT,u,Mobiluncus,
2297,CONCEPT,u,Mobiluncus curtisii,
3322,CONCEPT,u,Mobiluncus holmesii,
1819,CONCEPT,u,Mobiluncus mulieris,
472,CONCEPT,u,Moellerella,
761,CONCEPT,u,Moellerella wisconsensis,
2702,CONCEPT,u,Moesziomyces bullatus,
601,CONCEPT,u,Mogibacterium,
2186,CONCEPT,u,Mogibacterium diversum,
2347,CONCEPT,u,Mogibacterium neglectum,
641,CONCEPT,u,Mogibacterium timidum,
2017,CONCEPT,u,Mogibacterium vescum,
1289,CONCEPT,u,Molluscum contagiosum virus,
1084,CONCEPT,u,Monkeypox virus,
1277,CONCEPT,u,Moraxella,
3075,CONCEPT,u,Moraxella anatipestifera,
1291,CONCEPT,u,Moraxella atlantae,
263,CONCEPT,u,Moraxella boevrei,
1886,CONCEPT,u,Moraxella bovis,
555,CONCEPT,u,Moraxella canis,
1759,CONCEPT,u,Moraxella caprae,
770,CONCEPT,u,Moraxella catarrhalis,
400,CONCEPT,u,Moraxella cuniculi,
1131,CONCEPT,u,Moraxella lacunata,
422,CONCEPT,u,Moraxella lincolnii,
1633,CONCEPT,u,Moraxella nonliquefaciens,
1499,CONCEPT,u,Moraxella oblonga,
1036,CONCEPT,u,Moraxella osloensis,
2569,CONCEPT,u,Moraxella ovis,
2369,CONCEPT,u,Morbillivirus,
665,CONCEPT,u,Morganella,
66,CONCEPT,u,Morganella morganii,
149,CONCEPT,u,Morganella morganii sibonii,
288,CONCEPT,u,Mortierella,
2697,CONCEPT,u,Mucor,
1330,CONCEPT,u,Mucor circinelloides,
1465,CONCEPT,u,Mucor hiemalis,
1645,CONCEPT,u,Mucor janssenii,
735,CONCEPT,u,Mucor ramosissimus,
3337,CONCEPT,u,Mumps orthorubulavirus,
1395,CONCEPT,u,Mycobacterium,
381,CONCEPT,u,Mycobacterium abscessus,
2877,CONCEPT,u,Mycobacterium abscessus massiliense,
825,CONCEPT,u,Mycobacterium agri,
1188,CONCEPT,u,Mycobacterium aichiense,
2852,CONCEPT,u,Mycobacterium alsense,
146,CONCEPT,u,Mycobacterium alvei,
2853,CONCEPT,u,Mycobacterium arosiense,
2854,CONCEPT,u,Mycobacterium arupense,
2502,CONCEPT,u,Mycobacterium asiaticum,
2855,CONCEPT,u,Mycobacterium aubagnense,
1696,CONCEPT,u,Mycobacterium aurum,
415,CONCEPT,u,Mycobacterium austroafricanum,
2461,CONCEPT,u,Mycobacterium avium,
2599,CONCEPT,u,Mycobacterium avium complex,
3099,CONCEPT,u,Mycobacterium avium paratuberculosis,
2856,CONCEPT,u,Mycobacterium bacteremicum,
2857,CONCEPT,u,Mycobacterium basiliense,
74,CONCEPT,u,Mycobacterium boenickei,
1200,CONCEPT,u,Mycobacterium bohemicum,
673,CONCEPT,u,Mycobacterium branderi,
2020,CONCEPT,u,Mycobacterium brisbanense,
1726,CONCEPT,u,Mycobacterium brumae,
1040,CONCEPT,u,Mycobacterium canariasense,
2351,CONCEPT,u,Mycobacterium celatum,
1588,CONCEPT,u,Mycobacterium chelonae,
2950,CONCEPT,u,Mycobacterium chesapeaki,
1769,CONCEPT,u,Mycobacterium chitae,
2965,CONCEPT,u,Mycobacterium chlorophenolicum,
2508,CONCEPT,u,Mycobacterium chubuense,
2861,CONCEPT,u,Mycobacterium colombiense,
2862,CONCEPT,u,Mycobacterium conceptionense,
2100,CONCEPT,u,Mycobacterium confluentis,
2067,CONCEPT,u,Mycobacterium conspicuum,
787,CONCEPT,u,Mycobacterium cookii,
654,CONCEPT,u,Mycobacterium cosmeticum,
884,CONCEPT,u,Mycobacterium diernhoferi,
115,CONCEPT,u,Mycobacterium doricum,
982,CONCEPT,u,Mycobacterium duvalii,
507,CONCEPT,u,Mycobacterium elephantis,
2863,CONCEPT,u,Mycobacterium europaeum,
955,CONCEPT,u,Mycobacterium fallax,
418,CONCEPT,u,Mycobacterium farcinogenes,
574,CONCEPT,u,Mycobacterium flavescens,
2864,CONCEPT,u,Mycobacterium florentinum,
2457,CONCEPT,u,Mycobacterium fortuitum,
2951,CONCEPT,u,Mycobacterium fortuitum complex,
2865,CONCEPT,u,Mycobacterium fragae,
1817,CONCEPT,u,Mycobacterium frederiksbergense,
911,CONCEPT,u,Mycobacterium gadium,
666,CONCEPT,u,Mycobacterium gastri,
423,CONCEPT,u,Mycobacterium genavense,
1693,CONCEPT,u,Mycobacterium gilvum,
2551,CONCEPT,u,Mycobacterium goodii,
838,CONCEPT,u,Mycobacterium gordonae,
2866,CONCEPT,u,Mycobacterium grossiae,
1912,CONCEPT,u,Mycobacterium haemophilum,
1579,CONCEPT,u,Mycobacterium hassiacum,
1454,CONCEPT,u,Mycobacterium heckeshornense,
1164,CONCEPT,u,Mycobacterium heidelbergense,
2867,CONCEPT,u,Mycobacterium heraklionense,
1644,CONCEPT,u,Mycobacterium hiberniae,
1498,CONCEPT,u,Mycobacterium hodleri,
2490,CONCEPT,u,Mycobacterium holsaticum,
127,CONCEPT,u,Mycobacterium houstonense,
1017,CONCEPT,u,Mycobacterium immunogenum,
1680,CONCEPT,u,Mycobacterium interjectum,
2208,CONCEPT,u,Mycobacterium intermedium,
268,CONCEPT,u,Mycobacterium intracellulare,
2859,CONCEPT,u,Mycobacterium intracellulare chimaera,
2868,CONCEPT,u,Mycobacterium iranicum,
2042,CONCEPT,u,Mycobacterium kansasii,
187,CONCEPT,u,Mycobacterium komossense,
2869,CONCEPT,u,Mycobacterium koreense,
1594,CONCEPT,u,Mycobacterium kubicae,
2870,CONCEPT,u,Mycobacterium kumamotonense,
2871,CONCEPT,u,Mycobacterium kyorinense,
2133,CONCEPT,u,Mycobacterium lacus,
2219,CONCEPT,u,Mycobacterium lentiflavum,
581,CONCEPT,u,Mycobacterium leprae,
2872,CONCEPT,u,Mycobacterium lepromatosis,
2873,CONCEPT,u,Mycobacterium llatzerense,
2874,CONCEPT,u,Mycobacterium longobardum,
1667,CONCEPT,u,Mycobacterium madagascariense,
2282,CONCEPT,u,Mycobacterium mageritense,
152,CONCEPT,u,Mycobacterium malmoense,
2875,CONCEPT,u,Mycobacterium mantenii,
1762,CONCEPT,u,Mycobacterium marinum,
2876,CONCEPT,u,Mycobacterium marseillense,
2879,CONCEPT,u,Mycobacterium monacense,
965,CONCEPT,u,Mycobacterium montefiorense,
2257,CONCEPT,u,Mycobacterium moriokaense,
1973,CONCEPT,u,Mycobacterium mucogenicum,
2880,CONCEPT,u,Mycobacterium mungi,
569,CONCEPT,u,Mycobacterium murale,
2881,CONCEPT,u,Mycobacterium nebraskense,
2358,CONCEPT,u,Mycobacterium neoaurum,
528,CONCEPT,u,Mycobacterium neworleansense,
1703,CONCEPT,u,Mycobacterium nonchromogenicum,
2882,CONCEPT,u,Mycobacterium noviomagense,
1142,CONCEPT,u,Mycobacterium novocastrense,
2374,CONCEPT,u,Mycobacterium obuense,
1145,CONCEPT,u,Mycobacterium palustre,
2883,CONCEPT,u,Mycobacterium paraffinicum,
233,CONCEPT,u,Mycobacterium parafortuitum,
2884,CONCEPT,u,Mycobacterium paragordonae,
2885,CONCEPT,u,Mycobacterium parakoreense,
322,CONCEPT,u,Mycobacterium parascrofulaceum,
2886,CONCEPT,u,Mycobacterium paraseoulense,
2451,CONCEPT,u,Mycobacterium parmense,
2530,CONCEPT,u,Mycobacterium peregrinum,
341,CONCEPT,u,Mycobacterium phlei,
1032,CONCEPT,u,Mycobacterium phocaicum,
124,CONCEPT,u,Mycobacterium porcinum,
2887,CONCEPT,u,Mycobacterium poriferae,
1585,CONCEPT,u,Mycobacterium psychrotolerans,
728,CONCEPT,u,Mycobacterium rhodesiae,
2888,CONCEPT,u,Mycobacterium riyadhense,
2889,CONCEPT,u,Mycobacterium saskatchewanense,
1182,CONCEPT,u,Mycobacterium scrofulaceum,
2890,CONCEPT,u,Mycobacterium senegalense,
2891,CONCEPT,u,Mycobacterium senuense,
2892,CONCEPT,u,Mycobacterium seoulense,
2387,CONCEPT,u,Mycobacterium septicum,
2893,CONCEPT,u,Mycobacterium setense,
1123,CONCEPT,u,Mycobacterium sherrisii,
1133,CONCEPT,u,Mycobacterium shimoidei,
2894,CONCEPT,u,Mycobacterium shinjukuense,
186,CONCEPT,u,Mycobacterium shottsii,
1970,CONCEPT,u,Mycobacterium simiae,
1252,CONCEPT,u,Mycobacterium smegmatis,
291,CONCEPT,u,Mycobacterium sphagni,
2491,CONCEPT,u,Mycobacterium szulgai,
361,CONCEPT,u,Mycobacterium terrae,
2952,CONCEPT,u,Mycobacterium terrae complex,
2477,CONCEPT,u,Mycobacterium thermoresistibile,
2895,CONCEPT,u,Mycobacterium timonense,
2050,CONCEPT,u,Mycobacterium tokaiense,
215,CONCEPT,u,Mycobacterium triplex,
1449,CONCEPT,u,Mycobacterium triviale,
1346,CONCEPT,u,Mycobacterium tuberculosis,
2948,CONCEPT,u,Mycobacterium tuberculosis canetti,
2953,CONCEPT,u,Mycobacterium tuberculosis complex,
1323,CONCEPT,u,Mycobacterium tusciae,
2025,CONCEPT,u,Mycobacterium ulcerans,
975,CONCEPT,u,Mycobacterium vaccae,
2435,CONCEPT,u,Mycobacterium wolinskyi,
2289,CONCEPT,u,Mycobacterium xenopi,
2378,CONCEPT,u,Mycoplasma,
101,CONCEPT,u,Mycoplasma spermatophilum,
3072,CONCEPT,u,Mycoplasmoides genitalium,
3118,CONCEPT,u,Mycoplasmoides pirum,
2986,CONCEPT,u,Mycoplasmoides pneumoniae,
3047,CONCEPT,u,Mycoplasmopsis fermentans,
3071,CONCEPT,u,Mycoplasmopsis lipophila,
2998,CONCEPT,u,Mycoplasmopsis primatum,
1308,CONCEPT,u,Myroides,
1743,CONCEPT,u,Myroides odoratus,
2054,CONCEPT,u,Nannizzia,
1883,CONCEPT,u,Necator,
1915,CONCEPT,u,Neisseria,
2841,CONCEPT,u,Neisseria animaloris,
2842,CONCEPT,u,Neisseria bacilliformis,
2269,CONCEPT,u,Neisseria canis,
713,CONCEPT,u,Neisseria cinerea,
391,CONCEPT,u,Neisseria dentiae,
2843,CONCEPT,u,Neisseria dumasiana,
1626,CONCEPT,u,Neisseria elongata,
1790,CONCEPT,u,Neisseria elongata elongata,
2484,CONCEPT,u,Neisseria elongata glycolytica,
2588,CONCEPT,u,Neisseria elongata nitroreducens,
2844,CONCEPT,u,Neisseria flava,
718,CONCEPT,u,Neisseria flavescens,
1357,CONCEPT,u,Neisseria gonorrhoeae,
985,CONCEPT,u,Neisseria iguanae,
1719,CONCEPT,u,Neisseria lactamica,
1881,CONCEPT,u,Neisseria macacae,
1206,CONCEPT,u,Neisseria meningitidis,
610,CONCEPT,u,Neisseria mucosa,
827,CONCEPT,u,Neisseria oralis,
2271,CONCEPT,u,Neisseria perflava,
2129,CONCEPT,u,Neisseria polysaccharea,
2845,CONCEPT,u,Neisseria shayeganii,
2518,CONCEPT,u,Neisseria sicca,
316,CONCEPT,u,Neisseria subflava,
2846,CONCEPT,u,Neisseria wadsworthii,
2847,CONCEPT,u,Neisseria weaveri,
2848,CONCEPT,u,Neisseria zoodegmatis,
3098,CONCEPT,u,Neobacillus bataviensis,
3301,CONCEPT,u,Neobacillus drentensis,
3270,CONCEPT,u,Neobacillus fumarioli,
3129,CONCEPT,u,Neobacillus niacini,
3062,CONCEPT,u,Neobacillus novalis,
3009,CONCEPT,u,Neobacillus pocheonensis,
3123,CONCEPT,u,Neobacillus soli,
3250,CONCEPT,u,Neobacillus vireti,
59,CONCEPT,u,Neorickettsia,
2564,CONCEPT,u,Neosartorya,
2145,CONCEPT,u,Neoscytalidium dimidiatum,
585,CONCEPT,u,Nesterenkonia,
106,CONCEPT,u,Nesterenkonia halobia,
3288,CONCEPT,u,Niallia circulans,
3131,CONCEPT,u,Niallia nealsonii,
660,CONCEPT,u,Nigrospora,
1148,CONCEPT,u,Nocardia,
137,CONCEPT,u,Nocardia abscessus,
1265,CONCEPT,u,Nocardia africana,
2590,CONCEPT,u,Nocardia anaemiae,
530,CONCEPT,u,Nocardia aobensis,
548,CONCEPT,u,Nocardia araoensis,
2000,CONCEPT,u,Nocardia arthritidis,
1697,CONCEPT,u,Nocardia asiatica,
1260,CONCEPT,u,Nocardia asteroides,
2954,CONCEPT,u,Nocardia asteroides complex,
656,CONCEPT,u,Nocardia beijingensis,
1899,CONCEPT,u,Nocardia brasiliensis,
2022,CONCEPT,u,Nocardia brevicatena,
1069,CONCEPT,u,Nocardia carnea,
378,CONCEPT,u,Nocardia cyriacigeorgica,
1632,CONCEPT,u,Nocardia elegans,
1004,CONCEPT,u,Nocardia farcinica,
725,CONCEPT,u,Nocardia higoensis,
1811,CONCEPT,u,Nocardia inohanensis,
1898,CONCEPT,u,Nocardia kruczakiae,
783,CONCEPT,u,Nocardia mexicana,
1786,CONCEPT,u,Nocardia niigatensis,
2368,CONCEPT,u,Nocardia nova,
2069,CONCEPT,u,Nocardia otitidiscaviarum,
498,CONCEPT,u,Nocardia paucivorans,
2357,CONCEPT,u,Nocardia pneumoniae,
800,CONCEPT,u,Nocardia pseudobrasiliensis,
120,CONCEPT,u,Nocardia sienata,
2280,CONCEPT,u,Nocardia testacea,
1864,CONCEPT,u,Nocardia transvalensis,
1455,CONCEPT,u,Nocardia veterana,
1293,CONCEPT,u,Nocardia yamanashiensis,
372,CONCEPT,u,Nocardiopsis,
1890,CONCEPT,u,Nocardiopsis dassonvillei,
2489,CONCEPT,u,Nocardiopsis synnemataformans,
578,CONCEPT,u,Norovirus,
647,CONCEPT,u,Norwalk virus,
1802,CONCEPT,u,Obesumbacterium,
527,CONCEPT,u,Obesumbacterium proteus,
2081,CONCEPT,u,Ochroconis,
1429,CONCEPT,u,Ochroconis constricta,
861,CONCEPT,u,Ochroconis humicola,
693,CONCEPT,u,Odoribacter,
1738,CONCEPT,u,Odoribacter splanchnicus,
241,CONCEPT,u,Oerskovia,
972,CONCEPT,u,Ogataea,
2139,CONCEPT,u,Ogataea angusta,
1565,CONCEPT,u,Ogataea polymorpha,
2108,CONCEPT,u,Oidiodendron,
678,CONCEPT,u,Oligella,
1911,CONCEPT,u,Oligella ureolytica,
1161,CONCEPT,u,Oligella urethralis,
198,CONCEPT,u,Orbivirus,
1510,CONCEPT,u,Orf virus,
1946,CONCEPT,u,Orientia,
2166,CONCEPT,u,Orientia tsutsugamushi,
793,CONCEPT,u,Orthoreovirus,
1225,CONCEPT,u,Paecilomyces,
1343,CONCEPT,u,Paecilomyces variotii,
3313,CONCEPT,u,Paenarthrobacter aurescens,
3019,CONCEPT,u,Paenarthrobacter histidinolovorans,
3210,CONCEPT,u,Paenarthrobacter ilicis,
3132,CONCEPT,u,Paenarthrobacter nicotinovorans,
3162,CONCEPT,u,Paenarthrobacter nitroguajacolicus,
3292,CONCEPT,u,Paenarthrobacter ureafaciens,
285,CONCEPT,u,Paenibacillus,
1329,CONCEPT,u,Paenibacillus agaridevorans,
184,CONCEPT,u,Paenibacillus alvei,
1336,CONCEPT,u,Paenibacillus edaphicus,
3209,CONCEPT,u,Paenibacillus ehimensis,
1653,CONCEPT,u,Paenibacillus larvae,
1504,CONCEPT,u,Paenibacillus lentimorbus,
470,CONCEPT,u,Paenibacillus macerans,
3149,CONCEPT,u,Paenibacillus mucilaginosus,
543,CONCEPT,u,Paenibacillus pabuli,
2517,CONCEPT,u,Paenibacillus polymyxa,
1547,CONCEPT,u,Paenibacillus popilliae,
2130,CONCEPT,u,Paenibacillus provencensis,
579,CONCEPT,u,Paenibacillus thiaminolyticus,
960,CONCEPT,u,Paenibacillus urinalis,
87,CONCEPT,u,Paenibacillus validus,
3138,CONCEPT,u,Paeniclostridium ghonii,
2995,CONCEPT,u,Paeniclostridium sordellii,
3013,CONCEPT,u,Paeniglutamicibacter gangotriensis,
2968,CONCEPT,u,Paeniglutamicibacter kerguelensis,
3090,CONCEPT,u,Paeniglutamicibacter psychrophenolicus,
3024,CONCEPT,u,Paeniglutamicibacter sulfureus,
2051,CONCEPT,u,Pandoraea,
1750,CONCEPT,u,Pandoraea apista,
775,CONCEPT,u,Pandoraea norimbergensis,
848,CONCEPT,u,Pandoraea pnomenusa,
698,CONCEPT,u,Pandoraea pulmonicola,
1345,CONCEPT,u,Pandoraea sputorum,
1288,CONCEPT,u,Pantoea,
987,CONCEPT,u,Pantoea agglomerans,
2041,CONCEPT,u,Pantoea ananatis,
2725,CONCEPT,u,Pantoea brenneri,
2728,CONCEPT,u,Pantoea conspicua,
913,CONCEPT,u,Pantoea dispersa,
2729,CONCEPT,u,Pantoea eucrina,
2730,CONCEPT,u,Pantoea septica,
1493,CONCEPT,u,Parabacteroides,
2905,CONCEPT,u,Parabacteroides chongii,
1928,CONCEPT,u,Parabacteroides distasonis,
1515,CONCEPT,u,Parabacteroides goldsteinii,
2906,CONCEPT,u,Parabacteroides gordonii,
615,CONCEPT,u,Parabacteroides merdae,
1211,CONCEPT,u,Paraburkholderia,
2524,CONCEPT,u,Paraburkholderia fungorum,
3078,CONCEPT,u,Paraclostridium bifermentans,
1978,CONCEPT,u,Paracoccus,
2262,CONCEPT,u,Paracoccus yeei,
3029,CONCEPT,u,Parageobacillus thermantarcticus,
3174,CONCEPT,u,Parageobacillus thermoglucosidasius,
749,CONCEPT,u,Parascardovia,
711,CONCEPT,u,Parascardovia denticolens,
1822,CONCEPT,u,Parvimonas,
1480,CONCEPT,u,Parvimonas micra,
2649,CONCEPT,u,Paslahepevirus balayani,
1861,CONCEPT,u,Pasteurella,
1274,CONCEPT,u,Pasteurella aerogenes,
967,CONCEPT,u,Pasteurella bettyae,
1690,CONCEPT,u,Pasteurella caballi,
491,CONCEPT,u,Pasteurella canis,
1146,CONCEPT,u,Pasteurella dagmatis,
831,CONCEPT,u,Pasteurella multocida,
1625,CONCEPT,u,Pasteurella multocida gallicida,
2483,CONCEPT,u,Pasteurella multocida multocida,
2066,CONCEPT,u,Pasteurella multocida septica,
852,CONCEPT,u,Pasteurella stomatis,
1771,CONCEPT,u,Patulibacter,
3084,CONCEPT,u,Pauljensenia hongkongensis,
2559,CONCEPT,u,Pectobacterium,
1100,CONCEPT,u,Pediococcus,
937,CONCEPT,u,Pediococcus acidilactici,
844,CONCEPT,u,Pediococcus pentosaceus,
1900,CONCEPT,u,Pedobacter,
3194,CONCEPT,u,Pedobacter antarcticus,
1048,CONCEPT,u,Pedobacter heparinus,
2651,CONCEPT,u,Pegivirus C,
406,CONCEPT,u,Penicillium,
3399,CONCEPT,u,Penicillium aurantiogriseum var. aurantiogriseum,
2327,CONCEPT,u,Penicillium commune,
2403,CONCEPT,u,Penicillium decumbens,
1528,CONCEPT,u,Penicillium expansum,
994,CONCEPT,u,Penicillium griseofulvum,
2024,CONCEPT,u,Penicillium spinulosum,
958,CONCEPT,u,Penicillium viridicatum,
1391,CONCEPT,u,Peptococcus,
1077,CONCEPT,u,Peptococcus niger,
2073,CONCEPT,u,Peptoniphilus,
2341,CONCEPT,u,Peptoniphilus asaccharolyticus,
2558,CONCEPT,u,Peptoniphilus harei,
2370,CONCEPT,u,Peptoniphilus ivorii,
116,CONCEPT,u,Peptoniphilus lacrimalis,
2296,CONCEPT,u,Peptostreptococcus,
1938,CONCEPT,u,Peptostreptococcus anaerobius,
